53,3,33
-2.69994,-1.69995,-1.69995
0.1
-2.69994,-1.69995,-1.69995,1.44442
-2.59994,-1.69995,-1.69995,1.38795
-2.49994,-1.69995,-1.69995,1.33373
-2.39994,-1.69995,-1.69995,1.28208
-2.29994,-1.69995,-1.69995,1.23342
-2.19994,-1.69995,-1.69995,1.18701
-2.09994,-1.69995,-1.69995,1.14382
-1.99994,-1.69995,-1.69995,1.10424
-1.89994,-1.69995,-1.69995,1.06717
-1.79994,-1.69995,-1.69995,1.0343
-1.69994,-1.69995,-1.69995,1.00395
-1.59994,-1.69995,-1.69995,0.977972
-1.49994,-1.69995,-1.69995,0.956814
-1.39994,-1.69995,-1.69995,0.93726
-1.29994,-1.69995,-1.69995,0.922888
-1.19994,-1.69995,-1.69995,0.91337
-1.09994,-1.69995,-1.69995,0.906228
-0.999941,-1.69995,-1.69995,0.904154
-0.899941,-1.69995,-1.69995,0.90662
-0.799941,-1.69995,-1.69995,0.912685
-0.699941,-1.69995,-1.69995,0.922832
-0.599941,-1.69995,-1.69995,0.93736
-0.499941,-1.69995,-1.69995,0.955959
-0.399941,-1.69995,-1.69995,0.978004
-0.299941,-1.69995,-1.69995,1.00404
-0.199941,-1.69995,-1.69995,1.03402
-0.099941,-1.69995,-1.69995,1.06716
5.88894e-05,-1.69995,-1.69995,1.10468
0.100059,-1.69995,-1.69995,1.06712
0.200059,-1.69995,-1.69995,1.03502
0.300059,-1.69995,-1.69995,1.004
0.400059,-1.69995,-1.69995,0.977975
0.500059,-1.69995,-1.69995,0.955934
0.600059,-1.69995,-1.69995,0.937341
0.700059,-1.69995,-1.69995,0.922818
0.800059,-1.69995,-1.69995,0.912675
0.900059,-1.69995,-1.69995,0.906616
1.00006,-1.69995,-1.69995,0.904155
1.10006,-1.69995,-1.69995,0.906232
1.20006,-1.69995,-1.69995,0.913382
1.30006,-1.69995,-1.69995,0.922903
1.40006,-1.69995,-1.69995,0.937279
1.50006,-1.69995,-1.69995,0.955693
1.60006,-1.69995,-1.69995,0.97827
1.70006,-1.69995,-1.69995,1.00399
1.80006,-1.69995,-1.69995,1.03417
1.90006,-1.69995,-1.69995,1.06721
2.00006,-1.69995,-1.69995,1.10428
2.10006,-1.69995,-1.69995,1.14387
2.20006,-1.69995,-1.69995,1.18706
2.30006,-1.69995,-1.69995,1.23348
2.40006,-1.69995,-1.69995,1.28213
2.50006,-1.69995,-1.69995,1.33379
-2.69994,-1.59995,-1.69995,1.38817
-2.59994,-1.59995,-1.69995,1.33031
-2.49994,-1.59995,-1.69995,1.27487
-2.39994,-1.59995,-1.69995,1.22206
-2.29994,-1.59995,-1.69995,1.17241
-2.19994,-1.59995,-1.69995,1.12501
-2.09994,-1.59995,-1.69995,1.08101
-1.99994,-1.59995,-1.69995,1.0398
-1.89994,-1.59995,-1.69995,1.00256
-1.79994,-1.59995,-1.69995,0.968367
-1.69994,-1.59995,-1.69995,0.937296
-1.59994,-1.59995,-1.69995,0.910466
-1.49994,-1.59995,-1.69995,0.888442
-1.39994,-1.59995,-1.69995,0.868802
-1.29994,-1.59995,-1.69995,0.854318
-1.19994,-1.59995,-1.69995,0.844254
-1.09994,-1.59995,-1.69995,0.836915
-0.999941,-1.59995,-1.69995,0.83463
-0.899941,-1.59995,-1.69995,0.836656
-0.799941,-1.59995,-1.69995,0.844071
-0.699941,-1.59995,-1.69995,0.853787
-0.599941,-1.59995,-1.69995,0.868858
-0.499941,-1.59995,-1.69995,0.888255
-0.399941,-1.59995,-1.69995,0.910679
-0.299941,-1.59995,-1.69995,0.937216
-0.199941,-1.59995,-1.69995,0.968569
-0.099941,-1.59995,-1.69995,1.00257
5.88894e-05,-1.59995,-1.69995,1.03972
0.100059,-1.59995,-1.69995,1.00252
0.200059,-1.59995,-1.69995,0.968531
0.300059,-1.59995,-1.69995,0.937318
0.400059,-1.59995,-1.69995,0.910649
0.500059,-1.59995,-1.69995,0.888136
