34,43,53
-0.2,-0.2,-0.2
0.1
-0.2,-0.2,-0.2,0.34641
-0.1,-0.2,-0.2,0.3
0,-0.2,-0.2,0.282843
0.1,-0.2,-0.2,0.282843
0.2,-0.2,-0.2,0.282843
0.3,-0.2,-0.2,0.282843
0.4,-0.2,-0.2,0.282843
0.5,-0.2,-0.2,0.282843
0.6,-0.2,-0.2,0.282843
0.7,-0.2,-0.2,0.282843
0.8,-0.2,-0.2,0.282843
0.9,-0.2,-0.2,0.282843
1,-0.2,-0.2,0.282843
1.1,-0.2,-0.2,0.282843
1.2,-0.2,-0.2,0.282843
1.3,-0.2,-0.2,0.282843
1.4,-0.2,-0.2,0.282843
1.5,-0.2,-0.2,0.282843
1.6,-0.2,-0.2,0.282843
1.7,-0.2,-0.2,0.282843
1.8,-0.2,-0.2,0.282843
1.9,-0.2,-0.2,0.282843
2,-0.2,-0.2,0.282843
2.1,-0.2,-0.2,0.282843
2.2,-0.2,-0.2,0.282843
2.3,-0.2,-0.2,0.282843
2.4,-0.2,-0.2,0.282843
2.5,-0.2,-0.2,0.282843
2.6,-0.2,-0.2,0.282843
2.7,-0.2,-0.2,0.282843
2.8,-0.2,-0.2,0.282843
2.9,-0.2,-0.2,0.282843
3,-0.2,-0.2,0.282843
3.1,-0.2,-0.2,0.3
-0.2,-0.1,-0.2,0.3
-0.1,-0.1,-0.2,0.244949
0,-0.1,-0.2,0.223607
0.1,-0.1,-0.2,0.223607
0.2,-0.1,-0.2,0.223607
0.3,-0.1,-0.2,0.223607
0.4,-0.1,-0.2,0.223607
0.5,-0.1,-0.2,0.223607
0.6,-0.1,-0.2,0.223607
0.7,-0.1,-0.2,0.223607
0.8,-0.1,-0.2,0.223607
0.9,-0.1,-0.2,0.223607
1,-0.1,-0.2,0.223607
1.1,-0.1,-0.2,0.223607
1.2,-0.1,-0.2,0.223607
1.3,-0.1,-0.2,0.223607
1.4,-0.1,-0.2,0.223607
1.5,-0.1,-0.2,0.223607
1.6,-0.1,-0.2,0.223607
1.7,-0.1,-0.2,0.223607
1.8,-0.1,-0.2,0.223607
1.9,-0.1,-0.2,0.223607
2,-0.1,-0.2,0.223607
2.1,-0.1,-0.2,0.223607
2.2,-0.1,-0.2,0.223607
2.3,-0.1,-0.2,0.223607
2.4,-0.1,-0.2,0.223607
2.5,-0.1,-0.2,0.223607
2.6,-0.1,-0.2,0.223607
2.7,-0.1,-0.2,0.223607
2.8,-0.1,-0.2,0.223607
2.9,-0.1,-0.2,0.223607
3,-0.1,-0.2,0.223607
3.1,-0.1,-0.2,0.244949
-0.2,0,-0.2,0.282843
-0.1,0,-0.2,0.223607
0,0,-0.2,0.2
0.1,0,-0.2,0.2
0.2,0,-0.2,0.2
0.3,0,-0.2,0.2
0.4,0,-0.2,0.2
0.5,0,-0.2,0.2
0.6,0,-0.2,0.2
0.7,0,-0.2,0.2
0.8,0,-0.2,0.2
0.9,0,-0.2,0.2
1,0,-0.2,0.2
1.1,0,-0.2,0.2
1.2,0,-0.2,0.2
1.3,0,-0.2,0.2
1.4,0,-0.2,0.2
1.5,0,-0.2,0.2
1.6,0,-0.2,0.2
1.7,0,-0.2,0.2
1.8,0,-0.2,0.2
1.9,0,-0.2,0.2
2,0,-0.2,0.2
2.1,0,-0.2,0.2
2.2,0,-0.2,0.2
2.3,0,-0.2,0.2
2.4,0,-0.2,0.2
2.5,0,-0.2,0.2
